event_id,metric_x,metric_y,lon,lat,event_year,susceptibility_prob,slope,elevation,aspect_sin,aspect_cos,curvature,dist_to_road_km,rain_24h_obs,rain_48h_prior,rain_72h_prior,rain_7d_prior,api_7d,r24_seasonal_anom,api_seasonal_anom,target_trigger_24h,spatial_block_50km
BG_0022,9441352.301153021,2674283.5012025246,97.85175961393014,21.447601267237236,2018,0.0011581899598240852,1.0071788209592445,1053.0,-0.9881809436627463,0.15329195211035743,0.0005006788529402625,452.944646625934,169.05001831054688,256.93402099609375,379.253173828125,839.9603881835938,429.1567687988281,0.7301869279005935,0.17547412,0,188_53
24907,7344134.65571752,1434209.3457038295,76.115844,11.313685989049656,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2050.967623497682,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
24907,7344134.65571752,1434209.3457038295,76.115844,11.313685989049656,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2050.967623497682,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
24908,7344115.937379152,1434447.5220282974,76.11565,11.31558898904838,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2050.8151317542447,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0023,8876423.027621565,2690977.7105641738,91.9967378215836,21.588011536073573,2018,0.00114392617251724,12.689693859260856,989.0,0.01791228833508883,-0.9998395620931393,-2.7153656583149777e-05,73.28891063831031,33.919681549072266,58.86560821533203,221.56549072265625,531.3232421875,257.2337646484375,-0.9285347117548265,-1.3102514,0,177_53
24908,7344115.937379152,1434447.5220282974,76.11565,11.31558898904838,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2050.8151317542447,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
24908,7344115.937379152,1434447.5220282974,76.11565,11.31558898904838,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2050.8151317542447,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25203,7346287.457602478,1437092.0141045023,76.138156,11.336718989033868,2019,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2047.41503742651,97.86909484863281,478.26251220703125,595.7537841796875,889.780029296875,559.4423828125,-0.1379991298549749,1.2682315,1,146_28
BG_0024,9179930.903975068,3229423.4066903586,95.14234438413612,26.195337701387736,2019,0.02253502979874611,19.66832733411903,2020.0,-0.1302434582880765,-0.9914820429907756,-0.006069129983799363,4.764869050250744,105.59728240966797,180.6585693359375,243.52581787109375,831.1262817382812,378.3310852050781,-0.010060999323793509,-0.12876987,0,183_64
25203,7346287.457602478,1437092.0141045023,76.138156,11.336718989033868,2019,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2047.41503742651,160.5336151123047,192.2472686767578,264.3206481933594,952.2073364257812,457.6831359863281,0.6361663663024298,0.45284945,0,146_28
25203,7346287.457602478,1437092.0141045023,76.138156,11.336718989033868,2019,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2047.41503742651,509.74810791015625,76.55294036865234,139.43292236328125,766.3363037109375,338.2779846191406,4.899349965367884,-0.5019317,0,146_28
25088,7345450.632093861,1435354.9058746395,76.12948299999998,11.322838989043397,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.2254767130466,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0025,8728583.4979754,3526868.4043188426,90.46450412719997,28.816768891711284,2018,0.00042539238347671926,0.5507652056706953,4460.0,-0.9598996870016134,-0.2803437013635308,0.00010550600978022627,156.9526506591707,24.48157501220703,408.3918762207031,560.1473388671875,955.2687377929688,598.6741333007812,-1.0476638870966732,1.849715,0,174_70
25088,7345450.632093861,1435354.9058746395,76.12948299999998,11.322838989043397,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.2254767130466,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
25088,7345450.632093861,1435354.9058746395,76.12948299999998,11.322838989043397,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.2254767130466,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25091,7345530.040302509,1435477.9328845716,76.130306,11.323821989042719,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.0827997767456,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0026,8746531.084896136,3048308.7598791877,90.6505159298528,24.627403386993702,2018,0.0006484591285698116,1.1487341802550959,12.0,-0.5913865309033959,-0.806388226021466,-0.0006786904016605601,57.8295836169491,39.9467658996582,190.076416015625,339.4725341796875,643.4490356445312,346.4741516113281,-0.851131670972905,-0.5129555,0,174_60
25091,7345530.040302509,1435477.9328845716,76.130306,11.323821989042719,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.0827997767456,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
25091,7345530.040302509,1435477.9328845716,76.130306,11.323821989042719,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.0827997767456,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25085,7345220.1263703415,1435781.8065827852,76.12709399999999,11.32624998904106,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.0934671402106,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0027,9599309.581315164,2653145.279040866,99.48885537253334,21.270002776167956,2018,0.0027743091341108084,15.032219479816016,1422.0,0.7214959393592436,0.6924186663342653,0.0012676824101968969,593.8805674770227,169.05001831054688,256.93402099609375,379.253173828125,839.9603881835938,429.1567687988281,0.7301869279005935,0.17547412,0,191_53
25085,7345220.1263703415,1435781.8065827852,76.12709399999999,11.32624998904106,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.0934671402106,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
25085,7345220.1263703415,1435781.8065827852,76.12709399999999,11.32624998904106,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.0934671402106,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25084,7345139.270867493,1435835.372196597,76.126256,11.326677989040755,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.1141750351926,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0028,9615467.652205436,2738467.7033924926,99.65632033074559,21.988168508742454,2018,0.002604680135846138,10.265003891406725,992.0,-0.3049168068963675,-0.9523789901463195,0.004483906464345844,568.7299486426323,40.463294982910156,93.15215301513672,267.09228515625,451.75341796875,243.33343505859375,-0.8145358653235998,-1.2546687,0,192_54
25084,7345139.270867493,1435835.372196597,76.126256,11.326677989040755,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.1141750351926,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
25084,7345139.270867493,1435835.372196597,76.126256,11.326677989040755,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.1141750351926,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25154,7345088.229625239,1436273.7812829118,76.12572699999998,11.330180989038356,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.845478459572,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0029,9463757.75342515,3593071.1944296067,98.0839734811646,29.408871321980378,2018,0.0005507530877366662,30.55097833373364,5194.0,0.7652131172913913,0.6437770461310277,0.0075368548685817065,143.2096667124276,69.38504791259766,365.485107421875,375.1739807128906,1005.5770874023438,498.42218017578125,-0.4598948679655083,0.9218477,0,189_71
25154,7345088.229625239,1436273.7812829118,76.12572699999998,11.330180989038356,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.845478459572,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
25154,7345088.229625239,1436273.7812829118,76.12572699999998,11.330180989038356,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.845478459572,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25278,7344679.320769534,1437220.291533718,76.12148899999997,11.337743989033177,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.4800422113276,101.34517669677734,80.33387756347656,272.271728515625,1070.2425537109375,464.0793762207031,-0.09593962785006882,0.48817348,1,146_28
BG_0030,8778005.41222786,3194115.0263114716,90.97672114006384,25.88808814286669,2018,0.8237608671188354,19.837657865367778,152.0,-0.6891743886084302,0.7245955161924454,0.0033837977157706585,0.16122644540608955,121.26564025878906,278.0999755859375,340.4935302734375,1161.8331298828125,592.5315551757812,0.13180655632068194,1.48879,0,175_63
25278,7344679.320769534,1437220.291533718,76.12148899999997,11.337743989033177,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.4800422113276,117.47468566894531,489.2806701660156,612.4459838867188,986.4611206054688,598.5408325195312,0.10447738977982815,1.6286885,0,146_28
25278,7344679.320769534,1437220.291533718,76.12148899999997,11.337743989033177,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.4800422113276,146.1389617919922,120.53728485107422,221.8529815673828,1060.367431640625,454.226318359375,0.46660858528620114,0.45366564,0,146_28
25277,7344816.813718893,1437206.7754940095,76.122914,11.33763598903324,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.390732074736,101.34517669677734,80.33387756347656,272.271728515625,1070.2425537109375,464.0793762207031,-0.09593962785006882,0.48817348,1,146_28
BG_0031,9343956.218110397,3226366.4231042354,96.84233026512157,26.168704947157135,2018,0.0015304003609344363,3.31359372951109,233.0,0.4667616986247972,-0.8843831277771496,-0.001650924407911586,117.52602884687184,39.54851531982422,93.72269439697266,178.975341796875,1088.4556884765625,482.65301513671875,-0.8620570744917393,0.71278787,0,186_64
25277,7344816.813718893,1437206.7754940095,76.122914,11.33763598903324,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.390732074736,117.47468566894531,489.2806701660156,612.4459838867188,986.4611206054688,598.5408325195312,0.10447738977982815,1.6286885,0,146_28
25277,7344816.813718893,1437206.7754940095,76.122914,11.33763598903324,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.390732074736,146.1389617919922,120.53728485107422,221.8529815673828,1060.367431640625,454.226318359375,0.46660858528620114,0.45366564,0,146_28
24909,7343991.277105067,1434268.4205849688,76.114358,11.314157989049347,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.029332859178,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0032,9108451.991221588,2760428.1097017326,94.40152493739602,22.173581882631716,2018,0.0022356905974447727,9.241854585661395,1109.0,-0.16990794574215068,0.9854599382895697,0.0011230294271415654,116.30927489272528,169.0519256591797,370.84527587890625,486.21563720703125,696.3739013671875,445.92803955078125,0.78233266149186,0.41496953,0,182_55
24909,7343991.277105067,1434268.4205849688,76.114358,11.314157989049347,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.029332859178,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
24909,7343991.277105067,1434268.4205849688,76.114358,11.314157989049347,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.029332859178,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25153,7341408.43586903,1432058.3046311676,76.087589,11.296499989061502,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2054.421991484897,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0033,8801515.375866266,3388797.47336231,91.22038234844779,27.59231079264167,2018,0.006732695270329714,35.33251505147551,1372.0,-0.8879213199915446,-0.4599953581336154,0.00463838096646628,38.895100414957156,147.55099487304688,192.56564331054688,303.82696533203125,712.2359008789062,382.1438293457031,0.4621863368034667,-0.23057565,0,176_67
25153,7341408.43586903,1432058.3046311676,76.087589,11.296499989061502,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2054.421991484897,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
25153,7341408.43586903,1432058.3046311676,76.087589,11.296499989061502,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2054.421991484897,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
25145,7340581.548447281,1434235.7541899655,76.079019,11.313896989049551,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2053.499736290428,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,146_28
BG_0034,9161543.003808375,2616483.7529463326,94.9517691011127,20.962475386334837,2018,0.001153772696852684,1.579561688205704,238.0,-0.6802626087909759,0.7329684734563252,-0.0009157528362432828,220.01205054361918,89.12796783447266,326.5418395996094,461.7717590332031,789.6080932617188,486.8420104980469,-0.2593514129111912,0.72619635,0,183_52
25145,7340581.548447281,1434235.7541899655,76.079019,11.313896989049551,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2053.499736290428,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,146_28
25145,7340581.548447281,1434235.7541899655,76.079019,11.313896989049551,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2053.499736290428,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,146_28
787,7339528.0147532215,1437552.6844254185,76.0681,11.340399989031344,2007,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.950907495276,21.105735778808594,226.20252990722656,392.01556396484375,666.6865844726562,370.4469299316406,-1.0854803959343904,-0.275373,1,146_28
BG_0035,8716945.427438056,2821314.5835089437,90.34388521115218,22.68891096458562,2007,0.0006566240335814655,1.1057165113058713,6.0,0.9080395609647072,0.41888441809528065,2.0311329668960143e-05,105.04118019823578,64.06548309326172,187.58914184570312,270.5004577636719,723.5435791015625,366.4757385253906,-0.5349883327113172,-0.22624755,0,174_56
787,7339528.0147532215,1437552.6844254185,76.0681,11.340399989031344,2007,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.950907495276,45.886165618896484,261.0264892578125,307.93609619140625,990.958984375,531.3316040039062,-0.7770184037517175,0.9227859,0,146_28
787,7339528.0147532215,1437552.6844254185,76.0681,11.340399989031344,2007,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2051.950907495276,66.53498840332031,125.68624877929688,166.65988159179688,748.0809936523438,360.173583984375,-0.5171320071668342,-0.36176354,0,146_28
25239,7370642.427977129,1411843.352113608,76.390575,11.135038989173532,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2047.823362882308,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0036,9561134.654109,3157767.557005784,99.09320402078782,25.57261147871162,2018,0.0010127824498340487,25.07323171010928,2187.0,-0.7566950300195486,-0.6537680257887459,-0.006462925660168137,273.53235672066046,294.90618896484375,139.24575805664062,400.84710693359375,771.0723876953125,406.12908935546875,2.3930544453824494,0.11403739,0,191_63
25239,7370642.427977129,1411843.352113608,76.390575,11.135038989173532,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2047.823362882308,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25239,7370642.427977129,1411843.352113608,76.390575,11.135038989173532,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2047.823362882308,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25257,7370246.834228099,1411357.0644911206,76.38647499999999,11.131155989176232,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.4470871210074,101.34517669677734,80.33387756347656,272.271728515625,1070.2425537109375,464.0793762207031,-0.09593962785006882,0.48817348,1,147_28
BG_0037,8933452.400860498,3075151.236324775,92.58779981600017,24.85853801404443,2018,0.06851387768983841,0.43237846540462604,119.0,0.9839302037027567,-0.17855350526229258,-0.0025819973070769836,0.10264859348693027,105.71956634521484,328.59552001953125,365.7248229980469,866.5103759765625,484.37774658203125,-0.04042693210760787,0.70534956,0,178_61
25257,7370246.834228099,1411357.0644911206,76.38647499999999,11.131155989176232,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.4470871210074,146.1389617919922,120.53728485107422,221.8529815673828,1060.367431640625,454.226318359375,0.46660858528620114,0.45366564,0,147_28
25258,7370211.423763248,1411357.0644911206,76.386108,11.131155989176232,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.4720705785353,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0038,9323008.330587111,3359023.954025326,96.62522284353982,27.330039114471397,2018,0.0020879574585705996,5.576969878172544,1991.0,-0.7611438530052195,0.6485830980162595,0.0021306252892174652,13.793503333409955,50.648681640625,302.6298522949219,475.712158203125,738.6781005859375,447.1833190917969,-0.7261261785533122,0.4156428,0,186_67
25258,7370211.423763248,1411357.0644911206,76.386108,11.131155989176232,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.4720705785353,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25258,7370211.423763248,1411357.0644911206,76.386108,11.131155989176232,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2048.4720705785353,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25256,7368975.627485795,1411655.8760217133,76.3733,11.133541989174576,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.13250842448,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0039,8984523.6450294,3612830.9012850206,93.1171107608941,29.586250568520803,2018,0.0005558324046432972,26.2755947355157,4969.0,-0.30443854359605654,0.9525319801314347,0.0007759603541495554,100.45431106617995,9.378220558166504,280.3937072753906,530.0464477539062,1099.279052734375,569.7154541015625,-1.2408220089297026,1.3944553,0,179_72
25256,7368975.627485795,1411655.8760217133,76.3733,11.133541989174576,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.13250842448,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25256,7368975.627485795,1411655.8760217133,76.3733,11.133541989174576,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.13250842448,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25238,7369615.1385512985,1409149.7177025725,76.37992800000002,11.113530989188586,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2050.4573632806596,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0040,9185559.5109896,2795444.2451800904,95.2006802117781,22.469721776228866,2018,0.0007934319437481463,1.131195497370512,149.0,0.29539030818345663,-0.9553766617576978,0.00027216070078450456,181.4311427179269,75.00515747070312,68.81177520751953,180.04861450195312,638.3764038085938,282.72381591796875,-0.4527062134463686,-1.0888238,0,183_55
25238,7369615.1385512985,1409149.7177025725,76.37992800000002,11.113530989188586,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2050.4573632806596,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25238,7369615.1385512985,1409149.7177025725,76.37992800000002,11.113530989188586,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2050.4573632806596,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25255,7370665.97062951,1410017.768427718,76.390819,11.120461989183742,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.100874746251,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0041,9211265.634868303,2543535.276864899,95.4671027934328,20.35238393644748,2018,0.0007934319437481463,0.6391866847189762,219.0,0.25764435147965126,0.9662398191704945,0.0003805880484969802,305.06036693937966,44.44527053833008,209.53280639648438,329.870849609375,556.68359375,312.79437255859375,-0.7760758931469686,-0.7533597,0,184_50
25255,7370665.97062951,1410017.768427718,76.390819,11.120461989183742,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.100874746251,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25255,7370665.97062951,1410017.768427718,76.390819,11.120461989183742,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2049.100874746251,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25221,7364538.319943337,1419766.3309488571,76.327311,11.198310989129421,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2046.5395255888109,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0042,8862124.410595315,2893265.116175699,91.84854455525527,23.300338700708142,2018,0.07761649787425995,4.567761546707605,141.0,0.8814635527902172,-0.47225205674771614,-8.621354550936112e-05,4.163821017529323,336.3733215332031,246.06834411621094,301.02874755859375,776.85205078125,394.1173095703125,2.8080101127898187,-0.017147476,0,177_57
25221,7364538.319943337,1419766.3309488571,76.327311,11.198310989129421,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2046.5395255888109,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25221,7364538.319943337,1419766.3309488571,76.327311,11.198310989129421,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2046.5395255888109,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25222,7364519.601604967,1419644.2533157887,76.327117,11.197335989130071,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2046.6388903166198,382.82354736328125,43.822654724121094,220.34906005859375,715.8843994140625,325.8762512207031,3.3098605266269825,-0.64231163,1,147_28
BG_0043,9619281.36379521,3461708.3875583634,99.69584627764559,28.23719516526546,2018,0.0005706520169042051,26.867201033516483,3591.0,0.7608012203768667,-0.6489849790812344,0.0033429246889448492,228.19728024547737,15.858919143676758,54.15277862548828,204.66854858398438,1195.2216796875,498.69549560546875,-1.1495718155995482,0.72394574,0,192_69
25222,7364519.601604967,1419644.2533157887,76.327117,11.197335989130071,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2046.6388903166198,37.943565368652344,173.77195739746094,197.20989990234375,762.4034423828125,344.81182861328125,-0.8701842254502765,-0.556294,0,147_28
25222,7364519.601604967,1419644.2533157887,76.327117,11.197335989130071,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2046.6388903166198,230.6685333251953,401.132568359375,514.8778686523438,784.1005249023438,478.23907470703125,1.497104472356205,0.65156865,0,147_28
25220,7364670.5061472785,1419901.6801433922,76.32868099999997,11.199391989128655,2018,0.999572217464447,19.808476088353594,912.0,-0.10630873532176308,-0.9943331699155405,-0.00011620266741374508,2046.35035610022,178.34718322753906,77.61205291748047,151.99708557128906,386.01141357421875,201.53634643554688,0.8561271949120528,-1.6853894,1,147_28
